articleId,blockIndex,blockType,rawText,cleanText,htmlFragment,sourceSelector,parseConfidence
5199888,17,byline,글과 사진 최유진,글과 사진 최유진,,b_tag_or_tail_regex (see author metadata),0.8
5199420,0,paragraph,차지(CHAGEE)와 헤이티(HEYTEA) 등 향긋한 차 향과 달콤한 맛을 내세운 중국 밀크티가 젊은 소비자들을 중심으로 인기몰이하고 있다. 맛은 물론 건강과 균형 잡힌 삶을 추구하는 ‘웰니스 라이프스타일’ 트렌드와 맞물리며 국내 음료 시장의 새로운 강자로 떠오르는 모습이다.,차지(CHAGEE)와 헤이티(HEYTEA) 등 향긋한 차 향과 달콤한 맛을 내세운 중국 밀크티가 젊은 소비자들을 중심으로 인기몰이하고 있다. 맛은 물론 건강과 균형 잡힌 삶을 추구하는 ‘웰니스 라이프스타일’ 트렌드와 맞물리며 국내 음료 시장의 새로운 강자로 떠오르는 모습이다.,,text_run(br_separated),0.6
5199420,1,table,↑ 차지 강남 플래그십 스토어 전경(사진 차지코리아 제공),↑ 차지 강남 플래그십 스토어 전경(사진 차지코리아 제공),"<table align=""center"" border=""0"" cellpadding=""0"" cellspacing=""0"" style=""margin:0 auto; clear:both; max-width: 100%"" width=""500""><tbody><tr><td align=""center"" style=""padding:10px 0 5px 0;""><img alt=""차지 강남 플래그십 스토어 전경(사진 차지코리아 제공)"" border=""0"" class=""lazy"" data-src=""//img.mbn.co.kr/filewww/news/other/2026/06/12/560006100105.png"" src=""//img.mbn.co.kr/newmbn/white.PNG"" width=""500""/></td></tr><tr><td style=""padding-bottom:10px; color:#666; line-height:17px; font-size:12px; font-family:'돋움';"">↑ 차지 강남 플래그십 스토어 전경(사진 차지코리아 제공)</td></tr></tbody></table>",table,0.6
5199420,2,paragraph,"중국 밀크티 브랜드 ‘차지(CHAGEE)’는 지난 4월 30일 서울 강남, 용산, 신촌 등 주요 상권에 매장을 동시 개점한 데 이어 한 달 만에 시청점과 역삼점까지 추가 개점하며 한국 공략에 속도를 내고 있다.","중국 밀크티 브랜드 ‘차지(CHAGEE)’는 지난 4월 30일 서울 강남, 용산, 신촌 등 주요 상권에 매장을 동시 개점한 데 이어 한 달 만에 시청점과 역삼점까지 추가 개점하며 한국 공략에 속도를 내고 있다.",,text_run(br_separated),0.6
5199420,3,paragraph,차지는 오픈 초기부터 매장마다 긴 대기줄이 이어질 정도로 소비자들의 관심이 집중됐다. 일부 매장에는 수십 명의 손님이 몰려 혼잡을 빚었다. 차지 애플리케이션에는 대기 주문이 600잔을 넘어서며 예상 대기 시간이 3시간 이상으로 표시되기도 했다.,차지는 오픈 초기부터 매장마다 긴 대기줄이 이어질 정도로 소비자들의 관심이 집중됐다. 일부 매장에는 수십 명의 손님이 몰려 혼잡을 빚었다. 차지 애플리케이션에는 대기 주문이 600잔을 넘어서며 예상 대기 시간이 3시간 이상으로 표시되기도 했다.,,text_run(br_separated),0.6
5199420,4,paragraph,"차지는 중국 전통 차를 기반으로 한 프리미엄 밀크티 브랜드로, 2017년 중국 윈난성에서 출발해 현재 중국과 동남아, 미국 등에서 7,000개 이상의 매장을 운영하고 있다. 우롱차와 홍차를 활용한 밀크티 6종과 브루드 티, 프루트 티, 에스프레소 음료 등을 판매하며 차 본연의 풍미를 강조한 것이 특징이다. 최근에는 그룹 아이브 장원영이 라이브 방송에서 차지 밀크티를 마시며 “너무 맛있다”고 언급한 사실이 알려지며 화제를 모으기도 했다.","차지는 중국 전통 차를 기반으로 한 프리미엄 밀크티 브랜드로, 2017년 중국 윈난성에서 출발해 현재 중국과 동남아, 미국 등에서 7,000개 이상의 매장을 운영하고 있다. 우롱차와 홍차를 활용한 밀크티 6종과 브루드 티, 프루트 티, 에스프레소 음료 등을 판매하며 차 본연의 풍미를 강조한 것이 특징이다. 최근에는 그룹 아이브 장원영이 라이브 방송에서 차지 밀크티를 마시며 “너무 맛있다”고 언급한 사실이 알려지며 화제를 모으기도 했다.",,text_run(br_separated),0.6
5199420,5,paragraph,"‘중국 밀크티 원조’로 불리는 ‘헤이티’ 역시 국내 시장 공략에 속도를 내고 있다. 헤이티는 신선한 찻잎과 과일, 우유를 활용한 과일티와 치즈티를 주력 메뉴로 내세우며 젊은 소비자층을 공략하고 있다. 국내에는 2024년 처음 진출했으며 현재 강남점, 가로수길점, 홍대점, 명동점, 건대점 등 서울 주요 상권에 매장을 운영 중이다.","‘중국 밀크티 원조’로 불리는 ‘헤이티’ 역시 국내 시장 공략에 속도를 내고 있다. 헤이티는 신선한 찻잎과 과일, 우유를 활용한 과일티와 치즈티를 주력 메뉴로 내세우며 젊은 소비자층을 공략하고 있다. 국내에는 2024년 처음 진출했으며 현재 강남점, 가로수길점, 홍대점, 명동점, 건대점 등 서울 주요 상권에 매장을 운영 중이다.",,text_run(br_separated),0.6
5199420,6,paragraph,"2008년 중국 쓰촨성에서 출발해 현재 전 세계 8,700개 이상의 매장을 보유한 ‘차백도’도 국내 사업을 확대하고 있다. 차백도는 2024년 1월 국내 1호점을 연 뒤 강남과 홍대를 거쳐 부산, 제주까지 진출하며 20개 이상의 매장을 운영 중이다. 판다 캐릭터를 활용한 브랜드 마케팅과 별빛컵, 투명컵 등 차별화된 패키지 디자인으로 젊은 소비자들의 인증샷 수요를 공략하고 있다.","2008년 중국 쓰촨성에서 출발해 현재 전 세계 8,700개 이상의 매장을 보유한 ‘차백도’도 국내 사업을 확대하고 있다. 차백도는 2024년 1월 국내 1호점을 연 뒤 강남과 홍대를 거쳐 부산, 제주까지 진출하며 20개 이상의 매장을 운영 중이다. 판다 캐릭터를 활용한 브랜드 마케팅과 별빛컵, 투명컵 등 차별화된 패키지 디자인으로 젊은 소비자들의 인증샷 수요를 공략하고 있다.",,text_run(br_separated),0.6
5199420,7,paragraph,"‘가성비 중국 밀크티’로 알려진 ‘미쉐(MIXUE)’는 이보다 앞선 2022년 국내 시장에 진출했다. 건대와 홍대, 안양, 오산 등 대학가와 역세권을 중심으로 빠르게 매장을 늘리며 10·20대 소비자를 끌어모았다. 저렴한 가격대와 함께 브랜드 마스코트인 ‘쉐왕’을 활용한 굿즈 마케팅도 긍정적인 반응을 얻고 있다.","‘가성비 중국 밀크티’로 알려진 ‘미쉐(MIXUE)’는 이보다 앞선 2022년 국내 시장에 진출했다. 건대와 홍대, 안양, 오산 등 대학가와 역세권을 중심으로 빠르게 매장을 늘리며 10·20대 소비자를 끌어모았다. 저렴한 가격대와 함께 브랜드 마스코트인 ‘쉐왕’을 활용한 굿즈 마케팅도 긍정적인 반응을 얻고 있다.",,text_run(br_separated),0.6
5199420,8,paragraph,업계 관계자는 “중국 밀크티 브랜드들은 단,업계 관계자는 “중국 밀크티 브랜드들은 단,,text_run(br_separated),0.6
5199420,9,paragraph,"순히 음료를 판매하는 데 그치지 않고 차 문화와 캐릭터, 디자인, 커스터마이징 요소를 결합해 새로운 소비 경험을 제공하고 있다”며 “MZ세대를 중심으로 수요가 늘면서 국내 음료 시장에서 존재감을 더욱 키워갈 것으로 보인다”라고 말했다.","순히 음료를 판매하는 데 그치지 않고 차 문화와 캐릭터, 디자인, 커스터마이징 요소를 결합해 새로운 소비 경험을 제공하고 있다”며 “MZ세대를 중심으로 수요가 늘면서 국내 음료 시장에서 존재감을 더욱 키워갈 것으로 보인다”라고 말했다.",,text_run(br_separated),0.6
5199420,10,paragraph,[ 변덕호(매경에이엑스) 기자 차지코리아],[ 변덕호(매경에이엑스) 기자 차지코리아],,text_run(br_separated),0.6
5199420,11,paragraph,[본 기사는 매일경제 Citylife 제1034호(26.06.16) 기사입니다],[본 기사는 매일경제 Citylife 제1034호(26.06.16) 기사입니다],,text_run(br_separated),0.6
5199420,12,byline,글 변덕호(매경에이엑스) 기자 사진 차지코리아,글 변덕호(매경에이엑스) 기자 사진 차지코리아,,b_tag_or_tail_regex (see author metadata),0.8
5198755,0,paragraph,"가볍게 입자니 격식이 아쉽고, 갖춰 입자니 더위가 앞설 때 해답은 상·하의 맞춰 입는 셋업(Set-up)이다. 출근룩부터 주말 나들이, 세련된 보헤미안 룩에서 하이엔드 클래식 룩까지 여름의 일상을 멋지고 시원하게 만드는 스타일링 매뉴얼을 소개한다.","가볍게 입자니 격식이 아쉽고, 갖춰 입자니 더위가 앞설 때 해답은 상·하의 맞춰 입는 셋업(Set-up)이다. 출근룩부터 주말 나들이, 세련된 보헤미안 룩에서 하이엔드 클래식 룩까지 여름의 일상을 멋지고 시원하게 만드는 스타일링 매뉴얼을 소개한다.",,text_run(br_separated),0.6
5198755,1,image,//img.mbn.co.kr/filewww/news/other/2026/06/09/000102670002.jpg,//img.mbn.co.kr/filewww/news/other/2026/06/09/000102670002.jpg,"<img alt="""" border=""0"" class=""lazy"" data-src=""//img.mbn.co.kr/filewww/news/other/2026/06/09/000102670002.jpg"" src=""//img.mbn.co.kr/newmbn/white.PNG"" width=""500""/>",img,0.9
5198755,2,paragraph,▲,▲,,text_run(br_separated),0.6
5198755,3,paragraph,"바네사브루노의 라피아 백은 여름 셋업을 시원하고 자연스럽게 마무리한다. 시그니처 로고 자수와 컬러풀 스트라이프, 플라워 디테일 등 다양한 디테일이 쉽고 자유로운 스타일링을 돕는다. 가벼운 리넨 셔츠나 팬츠 셋업에 어깨에 가볍게 걸치는 것만으로도 멋스러움이 완성된다.","바네사브루노의 라피아 백은 여름 셋업을 시원하고 자연스럽게 마무리한다. 시그니처 로고 자수와 컬러풀 스트라이프, 플라워 디테일 등 다양한 디테일이 쉽고 자유로운 스타일링을 돕는다. 가벼운 리넨 셔츠나 팬츠 셋업에 어깨에 가볍게 걸치는 것만으로도 멋스러움이 완성된다.",,text_run(br_separated),0.6
5198755,4,image,//img.mbn.co.kr/filewww/news/other/2026/06/09/700000626100.jpg,//img.mbn.co.kr/filewww/news/other/2026/06/09/700000626100.jpg,"<img alt="""" border=""0"" class=""lazy"" data-src=""//img.mbn.co.kr/filewww/news/other/2026/06/09/700000626100.jpg"" src=""//img.mbn.co.kr/newmbn/white.PNG"" width=""500""/>",img,0.9
5198755,5,paragraph,▲,▲,,text_run(br_separated),0.6
5198755,6,paragraph,"자라의 ‘스튜디오 컬렉션’은 앤티크 스타일의 레이스가 가미된 플로럴 슬립 드레스에 트위드 코트를 걸치거나, 핑크 체크 프린지 슈트를 캐미솔 위에 레이어링하는 등 자연스러운 셋업 스타일링을 제안한다. 리넨과 워싱 코튼, 크로셰 등 다양한 질감이 청량감과 깊이를 더한다.","자라의 ‘스튜디오 컬렉션’은 앤티크 스타일의 레이스가 가미된 플로럴 슬립 드레스에 트위드 코트를 걸치거나, 핑크 체크 프린지 슈트를 캐미솔 위에 레이어링하는 등 자연스러운 셋업 스타일링을 제안한다. 리넨과 워싱 코튼, 크로셰 등 다양한 질감이 청량감과 깊이를 더한다.",,text_run(br_separated),0.6
5198755,7,table,↑ 랄프 로렌 컬렉션 미니 크로스바디,↑ 랄프 로렌 컬렉션 미니 크로스바디,"<table align=""center"" border=""0"" cellpadding=""0"" cellspacing=""0"" style=""margin:0 auto; clear:both; max-width: 100%"" width=""500""><tbody><tr><td align=""center"" style=""padding:10px 0 5px 0;""><img alt=""랄프 로렌 컬렉션 미니 크로스바디"" border=""0"" class=""lazy"" data-src=""//img.mbn.co.kr/filewww/news/other/2026/06/09/000010602201.jpg"" src=""//img.mbn.co.kr/newmbn/white.PNG"" width=""500""/></td></tr><tr><td style=""padding-bottom:10px; color:#666; line-height:17px; font-size:12px; font-family:'돋움';"">↑ 랄프 로렌 컬렉션 미니 크로스바디</td></tr></tbody></table>",table,0.6
5198755,8,paragraph,▲,▲,,text_run(br_separated),0.6
5198755,9,paragraph,여름의 포멀함과 격식을 갖춘 셋업 스탕일링에 랄프 로렌 컬렉션의 미니 크로스바디 ‘더 랄프’를 제안한다. 디테일이 돋보이는 디자인으로 탈부착 크로스바디 스트랩은 간결한 탑 핸들과 핸즈프리 스타일링이 모두 가능하다. 여유로운 내부 수납공간도 장점이다.,여름의 포멀함과 격식을 갖춘 셋업 스탕일링에 랄프 로렌 컬렉션의 미니 크로스바디 ‘더 랄프’를 제안한다. 디테일이 돋보이는 디자인으로 탈부착 크로스바디 스트랩은 간결한 탑 핸들과 핸즈프리 스타일링이 모두 가능하다. 여유로운 내부 수납공간도 장점이다.,,text_run(br_separated),0.6
5198755,10,image,//img.mbn.co.kr/filewww/news/other/2026/06/09/100027202060.jpg,//img.mbn.co.kr/filewww/news/other/2026/06/09/100027202060.jpg,"<img alt="""" border=""0"" class=""lazy"" data-src=""//img.mbn.co.kr/filewww/news/other/2026/06/09/100027202060.jpg"" src=""//img.mbn.co.kr/newmbn/white.PNG"" width=""500""/>",img,0.9
5198755,11,paragraph,▲,▲,,text_run(br_separated),0.6
5198755,12,paragraph,런던 브랜드 에르뎀은 옐로우와 그린이 파스텔 톤으로 어우러진 패턴 셋업을 선보인다. 리넨 소재의,런던 브랜드 에르뎀은 옐로우와 그린이 파스텔 톤으로 어우러진 패턴 셋업을 선보인다. 리넨 소재의,,text_run(br_separated),0.6
5198755,13,paragraph,"‘플로럴 프린트 샤인 숏 슬리브 셔츠’는 단독으로 깔끔하게 연출하기 좋고, 또는 ‘플로럴 프린트 샤인 스커트’를 세트로 매치하면 원피스를 입은 듯 우아한 서머 룩을 연출할 수 있다.","‘플로럴 프린트 샤인 숏 슬리브 셔츠’는 단독으로 깔끔하게 연출하기 좋고, 또는 ‘플로럴 프린트 샤인 스커트’를 세트로 매치하면 원피스를 입은 듯 우아한 서머 룩을 연출할 수 있다.",,text_run(br_separated),0.6
5198755,14,paragraph,[ 박윤선(기업커뮤니케이션&컨설팅그룹 네오메디아 대표) 각 브랜드],[ 박윤선(기업커뮤니케이션&컨설팅그룹 네오메디아 대표) 각 브랜드],,text_run(br_separated),0.6
5198755,15,paragraph,[본 기사는 매일경제 Citylife 제1033호(26.06.09) 기사입니다],[본 기사는 매일경제 Citylife 제1033호(26.06.09) 기사입니다],,text_run(br_separated),0.6
5198755,16,byline,글 박윤선(기업커뮤니케이션&컨설팅그룹 네오메디아 대표) 사진 각 브랜드,글 박윤선(기업커뮤니케이션&컨설팅그룹 네오메디아 대표) 사진 각 브랜드,,b_tag_or_tail_regex (see author metadata),0.8
5197490,0,paragraph,"‘코르티솔=나쁜 호르몬’이라는 오해가 팽배한데, 실상 코르티솔은 스트레스에 따른 반응일 뿐이다. 생존을 위해 혈압과 혈당을 높이고 근육을 긴장시켜 에너지를 공급함으로써 방어 기제를 작동시킨다. 코르티솔을 바로 알면 건강이 보인다.","‘코르티솔=나쁜 호르몬’이라는 오해가 팽배한데, 실상 코르티솔은 스트레스에 따른 반응일 뿐이다. 생존을 위해 혈압과 혈당을 높이고 근육을 긴장시켜 에너지를 공급함으로써 방어 기제를 작동시킨다. 코르티솔을 바로 알면 건강이 보인다.",,text_run(br_separated),0.6
5197490,1,paragraph,"코르티솔은 24시간 주기로 분비량이 변화한다. 아침 6~8시에 가장 높고, 낮부터 떨어지기 시작해 밤 12~2시 사이에 가장 낮다. 이 리듬이 깨지거나 높은 수치로 장기간 이어지면 비만, 고혈당, 고혈압 등으로 우리의 건강을 위협한다.","코르티솔은 24시간 주기로 분비량이 변화한다. 아침 6~8시에 가장 높고, 낮부터 떨어지기 시작해 밤 12~2시 사이에 가장 낮다. 이 리듬이 깨지거나 높은 수치로 장기간 이어지면 비만, 고혈당, 고혈압 등으로 우리의 건강을 위협한다.",,text_run(br_separated),0.6
5197490,2,heading,활력 높이는 아침 코르티솔 촉진법,활력 높이는 아침 코르티솔 촉진법,"<strong><div style=""border-top: 4px solid #ed6d01;border-bottom: 1px solid #ed6d01;font-size: 18px;padding: 10px 0;margin:30px 0;"">활력 높이는 아침 코르티솔 촉진법</div></strong>",style*=border-top (heuristic),0.7
5197490,3,paragraph,"아침 코르티솔은 하루치 활력을 높이고 생체 리듬을 바로잡는 각성제다. 아침 코르티솔을 충분히 확보하려면 기상 직후 햇볕부터 쬐자. 눈으로 빛이 들어오면 뇌가 아침을 인식해 코르티솔 분비를 명령하고, 이후 분비량이 점점 증가했다가 감소하는 자연스러운 리듬을 타게 된다.","아침 코르티솔은 하루치 활력을 높이고 생체 리듬을 바로잡는 각성제다. 아침 코르티솔을 충분히 확보하려면 기상 직후 햇볕부터 쬐자. 눈으로 빛이 들어오면 뇌가 아침을 인식해 코르티솔 분비를 명령하고, 이후 분비량이 점점 증가했다가 감소하는 자연스러운 리듬을 타게 된다.",,text_run(br_separated),0.6
5197490,4,paragraph,"아침밥을 챙기는 것도 중요하다. 신진대사가 떨어지면 몸은 지속적인 스트레스 상태를 유지하며 과도한 코르티솔을 분비한다. 아침밥을 먹으면 기초대사량이 100~200㎉ 높아져 신진대사를 촉진하고, 같은 양을 먹어도 살이 덜 찌는 몸을 만들 수 있다.","아침밥을 챙기는 것도 중요하다. 신진대사가 떨어지면 몸은 지속적인 스트레스 상태를 유지하며 과도한 코르티솔을 분비한다. 아침밥을 먹으면 기초대사량이 100~200㎉ 높아져 신진대사를 촉진하고, 같은 양을 먹어도 살이 덜 찌는 몸을 만들 수 있다.",,text_run(br_separated),0.6
5197490,5,paragraph,"한편, 기상 직후 커피는 금물이다. 코르티솔 분비가 가장 활발한 이때 커피를 마시면 카페인과 코르티솔이 겹쳐 각성이 과도해 두통, 가슴 두근거림, 속 쓰림을 유발할 수 있다. 뿐만 아니라 카페인 내성이 생겨 더 많은 카페인을 원하게 되며, 코르티솔은 분비량을 줄여 장기적으로는 호르몬 조절력이 떨어진다. 모닝커피는 기상 1~2시간 뒤 코르티솔 수치가 낮아지기 시작하면 마시자.","한편, 기상 직후 커피는 금물이다. 코르티솔 분비가 가장 활발한 이때 커피를 마시면 카페인과 코르티솔이 겹쳐 각성이 과도해 두통, 가슴 두근거림, 속 쓰림을 유발할 수 있다. 뿐만 아니라 카페인 내성이 생겨 더 많은 카페인을 원하게 되며, 코르티솔은 분비량을 줄여 장기적으로는 호르몬 조절력이 떨어진다. 모닝커피는 기상 1~2시간 뒤 코르티솔 수치가 낮아지기 시작하면 마시자.",,text_run(br_separated),0.6
5197490,6,heading,피로 높이는 저녁 코르티솔 억제법,피로 높이는 저녁 코르티솔 억제법,"<strong><div style=""border-top: 4px solid #ed6d01;border-bottom: 1px solid #ed6d01;font-size: 18px;padding: 10px 0;margin:30px 0;"">피로 높이는 저녁 코르티솔 억제법</div></strong>",style*=border-top (heuristic),0.7
5197490,7,paragraph,"저녁에는 코르티솔이 적어야 좋다. 코르티솔과 멜라토닌은 길항 관계로, 코르티솔이 줄어야 멜라토닌이 증가해 질 좋은 수면을 취할 수 있다. 저녁 코르티솔 분비를 최소화하려면 식단을 점검하자. 패스트푸드와 인스턴트 같은 고가공 식품이나 정제 탄수화물로 만든 빵과 밀가루 음식은 혈당 스파이크를 불러와 몸을 스트레스 상태로 만들고 코르티솔 분비를 자극한다. 이보다는 마그네슘과 비타민 B군이 풍부한 채소(시금치, 브로콜리, 아보카도)와 단백질 식품(생선, 닭가슴살, 두부), 아몬드와 호두 등 견과류를 섭취하면 신경이 안정되고 긴장을 완화할 수 있다.","저녁에는 코르티솔이 적어야 좋다. 코르티솔과 멜라토닌은 길항 관계로, 코르티솔이 줄어야 멜라토닌이 증가해 질 좋은 수면을 취할 수 있다. 저녁 코르티솔 분비를 최소화하려면 식단을 점검하자. 패스트푸드와 인스턴트 같은 고가공 식품이나 정제 탄수화물로 만든 빵과 밀가루 음식은 혈당 스파이크를 불러와 몸을 스트레스 상태로 만들고 코르티솔 분비를 자극한다. 이보다는 마그네슘과 비타민 B군이 풍부한 채소(시금치, 브로콜리, 아보카도)와 단백질 식품(생선, 닭가슴살, 두부), 아몬드와 호두 등 견과류를 섭취하면 신경이 안정되고 긴장을 완화할 수 있다.",,text_run(br_separated),0.6
5197490,8,paragraph,"늦은 시각의 고강도 운동은 코르티솔 수치를 높인다. 밤에는 요가, 스트레칭, 가벼운 산책이 부교감 신경을 활성","늦은 시각의 고강도 운동은 코르티솔 수치를 높인다. 밤에는 요가, 스트레칭, 가벼운 산책이 부교감 신경을 활성",,text_run(br_separated),0.6
5197490,9,paragraph,화해 몸을 안정 모드로 만든다. 취침 1시간 전부터는 스마트폰과 전자기기를 멀리하도록 한다. 블루라이트가 뇌를 깨우면 코르티솔은 높아지고 멜라토닌은 낮아진다. 밤 11시에는 잠자리에 들어야 다음 날 정상적인 코르티솔 리듬을 맞이할 수 있음도 잊지 말자.,화해 몸을 안정 모드로 만든다. 취침 1시간 전부터는 스마트폰과 전자기기를 멀리하도록 한다. 블루라이트가 뇌를 깨우면 코르티솔은 높아지고 멜라토닌은 낮아진다. 밤 11시에는 잠자리에 들어야 다음 날 정상적인 코르티솔 리듬을 맞이할 수 있음도 잊지 말자.,,text_run(br_separated),0.6
5197490,10,paragraph,[ 송이령(프리랜서) 프리픽],[ 송이령(프리랜서) 프리픽],,text_run(br_separated),0.6
5197490,11,paragraph,[본 기사는 매일경제 Citylife 제1032호(26.06.02) 기사입니다],[본 기사는 매일경제 Citylife 제1032호(26.06.02) 기사입니다],,text_run(br_separated),0.6
5197490,12,byline,글 송이령(프리랜서) 사진 프리픽,글 송이령(프리랜서) 사진 프리픽,,b_tag_or_tail_regex (see author metadata),0.8
5195384,0,paragraph,"5월의 따스한 햇볕이 밝게 쏟아지는 오전, 하루의 시작을 특별하게 만들어 줄 브런치 명소들을 소개한다. 감각적인 공간에서 여유로운 오전의 기운을 만끽하며 봄의 마지막 감성을 온전히 느껴보자.","5월의 따스한 햇볕이 밝게 쏟아지는 오전, 하루의 시작을 특별하게 만들어 줄 브런치 명소들을 소개한다. 감각적인 공간에서 여유로운 오전의 기운을 만끽하며 봄의 마지막 감성을 온전히 느껴보자.",,text_run(br_separated),0.6
5195384,1,heading,도트블랭킷 삼청한옥점 #삼청동 맛집 #전통적인 뷰와 함께 브런치를,도트블랭킷 삼청한옥점 #삼청동 맛집 #전통적인 뷰와 함께 브런치를,"<strong><div style=""border-top: 4px solid #ed6d01;border-bottom: 1px solid #ed6d01;font-size: 18px;padding: 10px 0;margin:30px 0;"">도트블랭킷 삼청한옥점<br/>#삼청동 맛집 #전통적인 뷰와 함께 브런치를</div></strong>",style*=border-top (heuristic),0.7
5195384,2,table,↑ 도트블랭킷 삼청한옥점,↑ 도트블랭킷 삼청한옥점,"<table align=""center"" border=""0"" cellpadding=""0"" cellspacing=""0"" style=""margin:0 auto; clear:both; max-width: 100%"" width=""500""><tbody><tr><td align=""center"" style=""padding:10px 0 5px 0;""><img alt=""도트블랭킷 삼청한옥점"" border=""0"" class=""lazy"" data-src=""//img.mbn.co.kr/filewww/news/other/2026/05/22/230222025221.jpg"" src=""//img.mbn.co.kr/newmbn/white.PNG"" width=""500""/></td></tr><tr><td style=""padding-bottom:10px; color:#666; line-height:17px; font-size:12px; font-family:'돋움';"">↑ 도트블랭킷 삼청한옥점</td></tr></tbody></table>",table,0.6
5195384,3,paragraph,"삼청동 정취 가득한 골목길, 그 안에서도 따스한 햇살이 머무는 한옥 공간 ‘도트블랭킷’은 건강한 브런치를 선보인다. 전통과 현대가 섞인 인테리어와 중정 마당의 유리 천장에서 들어오는 햇빛이 조화를 이뤄 문을 연 순간부터 특별한 여유로움을 선사한다.","삼청동 정취 가득한 골목길, 그 안에서도 따스한 햇살이 머무는 한옥 공간 ‘도트블랭킷’은 건강한 브런치를 선보인다. 전통과 현대가 섞인 인테리어와 중정 마당의 유리 천장에서 들어오는 햇빛이 조화를 이뤄 문을 연 순간부터 특별한 여유로움을 선사한다.",,text_run(br_separated),0.6
5195384,4,paragraph,"시그니처 메뉴는 신선한 채소와 구운 새우, 병아리콩 등이 생바질 드레싱과 어우러진 ‘한 끼 든든한 아보카도 파스타 샐러드’. 이름처럼 가벼우면서도 속을 든든하게 채워준다. 여기에 겉은 바삭하고 속은 크리미한 식감이 매력적인 아보카도 튀김을 곁들이면 다채로운 맛의 즐거움을 느낄 수 있다.","시그니처 메뉴는 신선한 채소와 구운 새우, 병아리콩 등이 생바질 드레싱과 어우러진 ‘한 끼 든든한 아보카도 파스타 샐러드’. 이름처럼 가벼우면서도 속을 든든하게 채워준다. 여기에 겉은 바삭하고 속은 크리미한 식감이 매력적인 아보카도 튀김을 곁들이면 다채로운 맛의 즐거움을 느낄 수 있다.",,text_run(br_separated),0.6
5195384,5,paragraph,"더불어 신선한 아보카도를 메인으로 한 다채로운 브런치 플레이트와 오픈 샌드위치로도 유명하며, 그중에서도 아보카도 베이컨 블랭킷은 바삭하게 구운 치아바타 위에 고소한 아보카도, 베이컨을 올려 깊은 풍미를 선사한다. 식사의 마무리는 도트블랭킷만의 특색 있는 음료인 코코넛 라떼나 상큼한 애플티 에이드로 채우는 것을 추천한다.","더불어 신선한 아보카도를 메인으로 한 다채로운 브런치 플레이트와 오픈 샌드위치로도 유명하며, 그중에서도 아보카도 베이컨 블랭킷은 바삭하게 구운 치아바타 위에 고소한 아보카도, 베이컨을 올려 깊은 풍미를 선사한다. 식사의 마무리는 도트블랭킷만의 특색 있는 음료인 코코넛 라떼나 상큼한 애플티 에이드로 채우는 것을 추천한다.",,text_run(br_separated),0.6
5195384,6,heading,릴리언 #한남동 맛집 #바게트 샌드위치 트렌드 열풍,릴리언 #한남동 맛집 #바게트 샌드위치 트렌드 열풍,"<strong><div style=""border-top: 4px solid #ed6d01;border-bottom: 1px solid #ed6d01;font-size: 18px;padding: 10px 0;margin:30px 0;"">릴리언 <br/>#한남동 맛집 #바게트 샌드위치 트렌드 열풍</div></strong>",style*=border-top (heuristic),0.7
5195384,7,table,↑ 릴리언,↑ 릴리언,"<table align=""center"" border=""0"" cellpadding=""0"" cellspacing=""0"" style=""margin:0 auto; clear:both; max-width: 100%"" width=""500""><tbody><tr><td align=""center"" style=""padding:10px 0 5px 0;""><img alt=""릴리언"" border=""0"" class=""lazy"" data-src=""//img.mbn.co.kr/filewww/news/other/2026/05/22/326002222060.jpg"" src=""//img.mbn.co.kr/newmbn/white.PNG"" width=""500""/></td></tr><tr><td style=""padding-bottom:10px; color:#666; line-height:17px; font-size:12px; font-family:'돋움';"">↑ 릴리언</td></tr></tbody></table>",table,0.6
5195384,8,paragraph,"한강진역 인근 한남동 골목에 위치한 ‘릴리언’은 겉은 바삭, 속은 촉촉한 바게트 맛집으로 많은 사랑을 받는 공간이다. 특히 통창 너머로 따스한 햇살이 공간 가득 밝게 쏟아져 들어와, 한적하면서도 세련된 분위기 속에서 여유를 즐기기에 완벽하다.","한강진역 인근 한남동 골목에 위치한 ‘릴리언’은 겉은 바삭, 속은 촉촉한 바게트 맛집으로 많은 사랑을 받는 공간이다. 특히 통창 너머로 따스한 햇살이 공간 가득 밝게 쏟아져 들어와, 한적하면서도 세련된 분위기 속에서 여유를 즐기기에 완벽하다.",,text_run(br_separated),0.6
